Disease ,Gender,Below Ten,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Sym9,Sym10,Sym11,Sym12,Sym13,Sym14,Sym15
Cardiomyopathy-Boxer,Both,Below Ten,ventricular premature complexes,Syncope,Signs of left heart failure,biventricular failure with VPCs,Coughing,Fever,tachypnea,,,,,,,,
Canine Infectious Respiratory Disease ,Both,Below Five,the infecting agents,Coughing,dry and hacking,moist and hacking,respiratory tract damage,Can be subclinical,mild or severe with pneumonia,retching and expectoration of mucus,Most viral,mycoplasmal,,,,,
OsteosarComa,Both,common,Bone pain or tenderness,A mass that can be felt through the skin,Swelling and redness at the site of the tumor,Increased pain with lifting,Limping,Limited movement,Broken bone,,,,,,,,
Ventricular Standstill ,Both,common,illness,cardiac arrhythmias,No ventricular pulse can be palpated,Cardiac arrest,Collapse,,,,,,,,,,
Diabetes Mellitus without Complication,Female,common,increased urination,Increased thirst,Weight loss,Hepatomegaly,Lethargy,Depression,Inappetance,Lack of appetite,Vomiting,,,,,,
Prostatic Cysts,Male,common,Asymptomatic,Lethargy,Abdominal distention,Tenesmus,Dysuria if the cyst compresses the urethra,Sanguineous urethral discharge in the presence of BPH,,,,,,,,,
Strongyloidiasis,Both,common,Diarrhea,Diarrhea,Weight loss,Reduced growth in puppies,Pneumonia in puppies,Weakness,Lack of appetite,Intestinal inflammation,Fever,Shallow rapid breathing,,,,,
Sago Palm Toxicosis,Both,common,Vomiting,Diarrhea,Drooling,Weakness,Lethargy,Lack of appetite,Depression,Seizures,Jaundice,Fluid accumulation in the abdomen,Blood in stool,Blood in urine,Bruising,Nose bleeds,
Acute Respiratory distress Syndrome,Both,common,Severe Respiratory distress,Crackles heard bilaterally on auscultation,Fever,Cyanosis,Coughing,,,,,,,,,,
Irritable Bowel Syndrome,Both,Below Fifteen,Nausea,Vomiting,Bloating,,Diarrhea,Constipation,Abdominal pain,,,,,,,,
Brain Tumors ,Both,Below Five,Seizures,Abnormal behavior,Vision loss,Food and Water Intake Changes,Neck or Head Pain,Restless,Unsteady,Nausea,,,,,,,
Lens Luxation ,Both,Below Five,Lens instability and subluxation,fibrils of liquefied vitreous,abnormally shallow or deep anterior chamberm,abnormal iris curvature,phacodenesis,iridonesis,aphakic crescent,Lens luxation,anterior,posterior,Can have same signs as lens subluxation,chronically painful eye,,,
FibrosarComa Bone,Both,Below Five,Limping,Trouble getting up,Slower movements,Arthritic type symptoms,Pain in a specific area,Stops using affected limb altogether,Immobilization,Paralysis,Mass like growth,,,,,,
Cardiomyopathy - Hypertrophic ,Male,common,Most are Asymptomatic,predominate,Syncope,generally during activity or exercise,fever,Systolic heart murmur,Cardiac gallop rhythm,Coughing,dyspnea,Cyanosis,Exercise intolerance,,,,
Atrioventricular Block - First Degree,Both,Below Five,Light-headedness,muscular Weakness,loss of consciousness,Rapid heart rate,Fatigue,Lethargy,Slower heart rate,Heart failure,,,,,,,
Hip Dysplasia,Both,Below Five,Stiffness,Exercise intolerance,Difficulty rising,Difficulty climbing stairs,Abnormal gait,Limping on one or both hind limbs,Pain,,,,,,,,
Flea Bite Hypersensitivity and Flea Control,Both,common,Itching,Scratching,Hair loss,Scabs on the dog skin,Lesions,Chewing,Licking,,,,,,,,
Canine Influenza ,Both,common,Post-infection,Clear nasal,Coughing,higher temperatures,Modest febrile response,,,,,,,,,,
Epiphora,Both,common,Dampness or wetness beneath the eyes,Reddish-brown staining,Odor,Skin irritation,Skin infection,,,,,,,,,,
Smoke Inhalation,Both,common,Coughing,Red and irritated eyes,Weakness,Difficulty breathing,swelling,Foaming at the math,Seizures,Burns to the skin and eyes,Singed or burnt hair,Vomiting,Abnormal behavior,,,,
Q Fever,Both,common,Fever,Lethargy,Anorexia,Depression,Incoordination,Seizures,Miscarriage,,,,,,,,
Respiratory Parasites,Both,Below Five,Coughing,Wheezing,Weight loss,Increased breathing rate,Sneezing,Nasal discharge,Weakness,Vomiting,Lethargy,Regurgitation,Aspiration of food or stomach contents,Worms present in feces,,,
Neuroaxonal Dystrophy ,Both,common,Cerebellar ataxia,progressive dysmetria,Strength and proprioception normal in most cases,exhibit proprioceptive deficits,Loss of menace responses,brainstem involvement,including loss of swallowing reflex,tetraplegia may develop in the final stages,Mild intention tremor,,,,,,
Shock-Hypovolemic,Both,Below Five,Weakness,Cool feet,Poor pulse,Very low blood pressure,Lethargy,Hyperventilation,Respiratory failure,Hemorrhage,,,,,,,
Small Intestinal Dysbiosis,Both,common,Gas,Bloating,Diarrhea,Abdominal pain,Bad breath,Hyperactivity,Bladder infections,Weight loss,Gum disease,Immune system disorders,Respiratory illnesses such as asthma,Allergies,Joint pain,Gastrointestinal cancer,
Sarcoptic Mange,Both,common,Biting at the skin,Red and inflamed skin,scabs and crusty skin,open sores,hair loss,,,,,,,,,,
Cataracts ,Both,common,White eye,Vision loss,Cataracts that have a rapid,bilateral onset,Polyuria,,,,,,,,,,
Traumatic Myocarditis,Both,common,Fast heartbeat,Slow heartbeat,Heart murmur,Irregular breathing,Rapid breathing,Coughing,Fainting,Weakness,Vomiting,Loss of Appetite,Weight loss,,,,
Cerebellar Hypoplasia ,Both,Below Ten,Cerebellar ataxia,wide-base stance,Dysmetria and disequilibrium,Symmetrical,head bobbing,limb Tremors,aggravated disappear during sleep,,,,,,,,
Protothecosis,Female,common,diarrhea,Weight loss,Acute onset Blindness,Neurologic disease,deafnes,Seizures,ataxia,Lesions,Gastrointestinal,ocular or neurologic,Weight loss,Hemorrhagic colitis,Vomiting,Anorexia,Blindness
Dermatoses-Papulonodular,Both,Below Ten,Hair loss,Reddened skin,Lesions,Small solid masses of the skin,Lesions,Itchiness,Skin lesions,,,,,,,,
Dermatoses-Neoplastic,Both,common,Abdominal swelling,Bleeding from the mouth or nose,Difficulty breathing,Difficulty eating,Lumps,discolored skin,Non-healing wounds,Vomiting,Sudden changes in weight,Unexplained swelling,Lameness,Visible mass,,,
Hyperviscosity Syndrome,Both,common,Loss of Appetite,Lethargy,Depression,Excessive urination and excessive thirst,Blindness,unsteadiness,Bleeding tendencies,Seizures,Rapid heartbeat,Nosebleed,optic swelling,,,,
Staphylococcal Infections,Both,common,Pain,peeling of skin,Red and inflamed skin,Excessive itching or chewing or licking,Infections of the eyes,Lesions,,,,,,,,,
Epiphora,Both,Below Ten,Dampness or wetness beneath the eyes,Reddish-brown staining,Odor,Skin irritation,Skin infection,,,,,,,,,,
Canine Distemper ,Both,Below Fifteen,Fever,Anorexia,Clear Nasal discharge,Lethargy,Purulent Eye discharge,Coughing,Inflammation of the brain and spinal cord,Vomiting,Diarrhea,Pustular dermatitis,,,,,
Adenocarcinoma - Stomach-Small and Large Intestine-Rectal,Both,common,Vomiting,Anorexia,Weight loss,hematemesis,Melena,borborygmus,Flatulence,,,,,,,,
Lupus Erythematosus - Systemic,Male,Below Five,Lethargy,Anorexia,Lameness,Lesions,Fever,Weakness,sequential rather than concurrent,Swollen,painful joints,Swollen but not deformed,Lesions,Erythema,Scaling,Ulceration,Depigmentation
Anaphylaxis,Female,common,Vomiting,Diarrhea,Pale gums,Cold limbs,Drooling,Difficulty breathing,Increased heart rate or a weak pulse,Seizures,Shock,Coma,,,,,
Coagulation Factor Deficiency ,Both,Below Ten,Trauma,Blood loss anemia,Hematoma formation,Intracavitary Hemorrhage,Prolonged Hemorrhage post-surgery,,,,,,,,,,
Cognitive Dysfunction Syndrome ,Both,common,acronym DISHA,Disorientation,Confusion,Depression,Interactions with humans,Sleep-wake cycle alterations,including night waking,Vocalization or increased sleep during the day,behaviors might deteriorate,exploration self-care or even eating,Restlessness,Pacing,aimless wandering,licking,behavior changes
Carcinoid and Carcinoid Syndrome ,Both,common,Anorexia,Vomiting,Melena,Collapse,carcinoid syndrome that occurs,Ascites,Weight loss,Dyschezia,Signs of hepatic failure,,,,,,
Protein-Losing Enteropathy,Both,common,Diarrhea,weight loss,dogs with PLE have normal stools.,weight gain,Ascites,dependent edema,Abdominal palpation may reveal thickened bowel loops,,,,,,,,
Canine Influenza ,Both,common,Modest febrile response,Coughing,Post-infection,Clear nasal,higher temperatures,,,,,,,,,,
Portosystemic Vascular Anomaly- Congenital,Both,common,Stunted growth,Coughing,Gastrointestinal signs inappetence,Vomiting,Diarrhea,pica,most dramatic predominate signs,transiently improve with fluids,broad-spectrum antibiotics and lactulose,Weakness,Pacing,ataxia,Disorientation,head pressing,Blindness
Otitis Media and Interna ,Both,common,headshaking,Odor,redness of the skin,swelling,scratching,increased discharge,Scaly skin,ear canal painful,itchy,,,,,,
Deafness,Both,common,Difficulty localizing sound,change in attentiveness,Appear unresponsive to everyday sounds,Appear unresponsive to his or her name,Be difficult to rouse from sleep,Often they are easily startled,Bark excessively,Fail to respond to familiar verbal commands,Be difficult to rouse from sleep,Be less active,,,,,
Marijuana Toxicosis ,Both,Below Five,Ingestion,May begin in minutes following inhalation,Ataxia and Incoordination,Hypersalivation,Vomiting,glazed eyes,Mydriasis,Depression,hypothermia,trembling,urinary incontinence,Bradycardia,Hypotension and Coma,Nystagmus,Vocalization
Anaphylaxis,Female,common,Vomiting,Diarrhea,Pale gums,Cold limbs,Drooling,Difficulty breathing,Increased heart rate or a weak pulse,Seizures,Shock,Coma,,,,,
Pleural Effusion,Both,Below Five,Dyspnea,Tachypnea,Orthopnea,Open-mouth breathing,Cyanosis,Exercise intolerance,Lethargy,Inappetence,Coughing,respirations often shallow and rapid,lung sounds ventrally,Preservation of breath sounds dorsally,Dullness ventrally on thoracic percussion,,
"Oral Cavity Tumors, Undifferentiated Malignant Tumors",Both,Below Five,Excessive salivation,Halitosis,Dysphagia- dysorexia,Bloody,Weight loss,Oral mass,Loose teeth,Facial deformity,exophthalmia,,,,,,
Encephalitis,Both,common,Fever,Seizures,Tremors,Blindness,Loss of coordination,Pain,Paralysis,Behaviour changes,Circling,Head tilt,,,,,
Cardiac Glycoside Plant Toxicosis ,Both,Below Ten,Hyperkalemia,Increased heart rate,Cardiac arrhythmias,Collapse,Decreased heart rate,Depression,Diarrhea,Drooling,Nausea,Loss of Appetite,Lethargy,,,,
Synovial SarComa,Both,common,Losing weight,Difficulty breathing,Limping,Swelling,Pain,Ulcerated sore in affected area,Fever,Loss of Appetite,,,,,,,
Pulmonary Contusions,Both,common,History of blunt Trauma,Tachypnea,Abnormal respiratory effort,Postural adaptations to Respiratory distress,Pale mucous membranes,Auscultation of harsh bronchovesicular sounds or crackles,Expectoration of blood or blood-tinged fluid,Concurrent signs of shock can be present,blunt force Trauma,,,,,,
Atrioventricular Block - Complete ,Female,Below Ten,Coughing,Loss of Appetite,Weight loss,Acting weak or sleepy,Dizziness,Pale or blue tint to gums and tongue from low oxygen levels,Breathing troubles (too fast or too slow),Inability to exercise,Very slow heart rate,Fainting,Swelling,,,,
Retinal Degeneration,Male,common,Night Blindness,Blindness in light,Dilated pupils,Inability to see clearly in bright light,only central vision may be lost,abnormal reactions to light,The liver may also be affected,Sudden Blindness,,,,,,,
Patent Ductus Arteriosus,Female,Below Ten,Respiratory,Coughing,CHF,Stunted growth in some,rear limb Weakness,Signs usually precipitated by or worsened by exercise,machinery-type murmur loudest,murmur can be loud near the manubrium sterni,systolic murmur,resemble arlong systolic and early diastolic murmur,Loud murmurs,Arterial pulses,,,
Plasmacytoma- Mucocutaneous,Both,common,Solitary,smooth,raised pink nodules ypically 1?2 cm in diameter,Bleeding,Hematochezia,tenesmus,rectal prolapse if colorectal form,Vague nonspecific signs if gastrointestinal EMP,,,,,,,
Coagulopathy of Liver Disease ,Both,Below Five,Often minor or no Bleeding,Melena,hematemesis,Hematochezia,Hematuria,Prolonged Bleeding if provoked,venipuncture,cystocentesis,biopsy,surgical wounds,pontaneous bruising or hematomas,,,,
Oral Masses,Both,common,Weight loss,Anorexia,Can eat only soft food,Reluctance or pain to chew,Chews only on one side,Halitosis,Tooth displacement,Malocclusion,Oral Hemorrhage,Dysphasia,Abnormal salivation,Inability to open or close the mouth,Abnormal facial symmetry,Facial swelling,Head shyness
Shock-Cardiogenic,Both,Below Five,Rapid breathing,Severe shortness of breath,Sudden and rapid heartbeat,Loss of consciousness,Weak pulse,Low blood pressure,Sweating,Pale skin,Cold hands or feet,Urinating less,,,,,
Urethral Prolapse ,Both,common,Bleeding of urination,persistent licking of the penis,Dysuria,doughnut-shaped mass protruding,Pale mucous membranes,self-induced Trauma from licking,Uroliths may be palpable,,,,,,,,
Uterine Inertia ,Both,Below Ten,failure of gestation,Asymptomatic except,fetal heart rates decline with delay in intervention,contractions cease despite,may deliver part of litter and then stop,fetal heart rates decline with delay in intervention,,,,,,,,,
Epulis,Both,common,Bleeding from mass,Difficulty chewing,Displaced teeth,Drooling,Loss of Appetite,Pink and raised growth,Reduced activity level,Swelling of jaw bones,Tooth loss,Unusually Bad breath,Weight loss,,,,
Polypoid Cystitis,Both,common,Hematuria is the most common sign,Gross Hematuria,Dysuria,Urethral obstruction,Polyps originating,surround the ureteral orifice,Urinary tract infection,,,,,,,,
Panniculitis,Both,common,multiple subcutaneous nodules,Firm,Nodules few millimeters to several centimeters in diameter,Involved fat may necrose,Exudate usually a small amount of oily discharge,Bloody,Lesions,Anorexia,Pyrexia,Lethargy,depression,,,,
Constipation and Obstipation ,Both,Below Ten,Straining to defecate with small or no fecal volume,Hard or dry feces,Infrequent defecation,Small amount of liquid and mucoid,stool,Tenesmus,Vomiting,inappetence and Lethargy,,,,,,,
Melanocytic Tumors - Oral ,Male,common,Excessive salivation,Halitosis,Dysphagia,Bloody,Weight loss,Oral mass often friable,Loose teeth,Facial deformity,Regional lymphadenomegaly,Pain or discomfort,,,,,
Beta-2 Agonist Inhaler Toxicosis ,Both,common,Tachycardia,tachyarrhythmias,Lethargy,Weakness,Depression,Hyperactivity,apprehension,Nervousness,Restlessness,Tachypnea,Vomiting,Tremors,,,
Lupus Erythematosus - Cutaneous,Both,common,Depigmentation,Ulcerations,Loss of normal cobblestone architecture of the nasal planum,Tissue loss and scarring can occur,Chronic,rarely severe Hemorrhage from arteriole damage,May also involve pinnae and periocular region,rarely feet and genitalia,,,,,,,
Peripheral Edema,Both,common,Allergic or other immunecardiac,hepatic,Trauma,Exposure to toxic,infectious agents such as ticks or other arachnids,Unexplained weight gain may be noted initially,Non-inflammatory Subcutaneous edema,Inflammatory edema,,,,,,,
West Nile Virus Infection ,Both,common,Incoordination,Incubation,Febrile response,Post-infection,In the rarely affected dogs,common signs are ataxia,Depression,Anorexia,Tremors,conscious proprioceptive deficits,Seizures,Weakness,flaccid paralysis,,
Beta Blocker Toxicosis ,Both,common,Bradycardia,Hypotension,AV block,Decreased mentation,Respiratory distress or bronchospasm,Seizures,Coma,,,,,,,,
Craniomandibular Osteopathy ,Both,common,Mouth pain,Difficulty in prehension,Temporal and masseter Muscle atrophy,Intermittent Pyrexia,Bilateral exophthalmos,,,,,,,,,,
Shock-Septic,Both,common,Shaking,Fever,Weakness,Confusion,Rapid heart rate,Bounding pulses,Rapid rise in temperature,Panting,Decrease in urinary output,Glucose deficiency in bloodstream,Red mucous membranes,Pale mucous membranes,Inconsistencies in pulse,Cool extremities,A daze-like condition
Insulinoma,Both,Below Ten,Lack of coordination,Confusion,Lack of alertness,Changes in behavior,Weakness,Disturbance of vision,Muscle degeneration,Decrease in reflex of appendages,Seizures,Collapse,Coma,Death,,,
Clostridial Enterotoxicosis ,Both,common,Diarrhea,Diarrhea,gastrointestinal,Chronic,4?6 weeks that may persist for months to years,precipitated during or shortly,acute hemorrhagic gastroenteritis,,,,,,,,
Bartonellosis ,Male,Below Five,Collapse,Depression,Diarrhea,Lymph node,Fever,Heart murmurs or arrhythmias,membranes around the heart and brain,Weight loss,Lameness,Lethargy,Nasal discharge and Bleeding,Seizures,Vomiting,Weakness,Endocarditis
Heartworm Disease,Male,common,Fatigue after moderate activity,Decreased appetite,Persistent Coughing,Reluctance to exercise,Swollen belly,Weight loss,,,,,,,,,
Antidepressant Toxicosis?Tricyclic,Both,common,Depression,Tachycardia,Mydriasis,Hypothermia,Hypertension,Pallor,Cyanosis,Hyperthermia,Arrhythmias,Hypotensionn,Urinary retention,Constipation,,,
Hypertension-Pulmonary,Female,common,Exercise intolerance,Difficulty breathing,Rapid breathing,Coughing,Spitting up blood from the lungs,Fainting,Weight loss,Heart murmur,Distended jugular veins in the neck,Fluid buildup under the skin,Sudden death,,,,
